loan_id,customer_id,loan_amount,interest_rate,loan_term_months,loan_type,loan_purpose,application_date,approval_status,loan_status
9316,4628,207390,13.95,12,Home Loan,Home Purchase,2025-01-05,Rejected,Not Issued
9317,4628,256057,14.82,12,Education Loan,Education,2025-12-02,Pending,Not Issued
9318,4628,1420903,16.37,120,Home Loan,Home Purchase,2024-04-15,Pending,Not Issued
9319,4629,114982,16.74,48,Business Loan,Vehicle,2024-03-06,Rejected,Not Issued
9320,4629,379138,12.46,24,Car Loan,Education,2024-05-19,Rejected,Not Issued
9321,4629,747959,12.46,60,Education Loan,Education,2024-12-22,Pending,Not Issued
9322,4630,1743481,9.42,120,Home Loan,Vehicle,2024-06-10,Approved,Default
9323,4630,1195399,10.67,24,Car Loan,Medical,2025-10-22,Approved,Closed
9324,4631,2582609,12.7,120,Education Loan,Medical,2023-02-04,Rejected,Not Issued
9325,4631,2861723,12.53,60,Education Loan,Business Expansion,2023-08-31,Rejected,Not Issued
9326,4631,3278879,16.0,48,Education Loan,Business Expansion,2022-08-16,Rejected,Not Issued
9327,4632,2264187,10.77,84,Home Loan,Vehicle,2023-12-20,Approved,Active
9328,4633,3497429,10.95,48,Personal Loan,Education,2022-08-05,Approved,Active
9329,4634,1925989,16.88,84,Education Loan,Travel,2025-04-26,Pending,Not Issued
9330,4634,4587103,14.11,84,Education Loan,Education,2025-09-16,Rejected,Not Issued
9331,4634,406458,17.19,84,Home Loan,Medical,2023-06-29,Pending,Not Issued
9332,4635,1002826,15.44,120,Education Loan,Business Expansion,2022-12-19,Pending,Not Issued
9333,4635,53844,13.53,48,Education Loan,Education,2024-12-02,Rejected,Not Issued
9334,4636,1009037,12.86,120,Car Loan,Wedding,2024-05-27,Pending,Not Issued
9335,4636,576265,15.67,36,Home Loan,Home Purchase,2022-08-13,Approved,Active
9336,4636,707020,12.43,120,Car Loan,Medical,2025-04-14,Approved,Active
9337,4637,1725683,14.34,12,Car Loan,Home Purchase,2023-03-08,Rejected,Not Issued
9338,4638,563305,14.42,120,Personal Loan,Medical,2023-10-17,Rejected,Not Issued
9339,4639,1032551,7.3,48,Business Loan,Wedding,2026-03-12,Approved,Closed
9340,4639,3175443,7.42,60,Home Loan,Vehicle,2024-02-06,Approved,Active
9341,4639,1348513,8.82,48,Education Loan,Medical,2025-04-20,Approved,Closed
9342,4640,1526741,8.48,36,Personal Loan,Wedding,2022-11-10,Approved,Closed
9343,4641,290090,13.01,36,Home Loan,Wedding,2025-07-03,Pending,Not Issued
9344,4641,389331,17.77,36,Education Loan,Travel,2023-05-18,Pending,Not Issued
9345,4641,441711,16.85,12,Home Loan,Medical,2022-08-08,Rejected,Not Issued
9346,4642,2031609,16.51,24,Business Loan,Education,2025-01-07,Pending,Not Issued
9347,4642,3345855,13.13,36,Car Loan,Business Expansion,2026-03-24,Rejected,Not Issued
9348,4643,3508806,15.95,12,Education Loan,Travel,2023-06-24,Pending,Not Issued
9349,4644,146754,7.94,36,Personal Loan,Medical,2025-01-08,Approved,Default
9350,4645,817343,16.15,12,Business Loan,Medical,2025-08-27,Pending,Not Issued
9351,4646,3413414,9.42,36,Education Loan,Medical,2024-02-24,Pending,Not Issued
9352,4646,3233084,11.05,36,Home Loan,Medical,2025-05-07,Pending,Not Issued
9353,4646,171993,11.62,84,Car Loan,Medical,2023-05-09,Pending,Not Issued
9354,4647,353964,7.81,120,Car Loan,Wedding,2025-12-16,Approved,Active
9355,4647,475474,7.12,84,Home Loan,Wedding,2022-07-19,Approved,Active
9356,4648,2755318,8.86,84,Home Loan,Wedding,2024-07-28,Approved,Closed
9357,4648,2537165,7.59,84,Car Loan,Education,2023-01-21,Approved,Active
9358,4649,390418,14.15,60,Education Loan,Home Purchase,2024-12-08,Pending,Not Issued
9359,4649,433250,13.31,36,Education Loan,Wedding,2024-04-17,Pending,Not Issued
9360,4650,3415046,11.52,48,Personal Loan,Wedding,2022-07-21,Approved,Default
9361,4650,348785,11.72,60,Car Loan,Vehicle,2023-05-26,Approved,Active
9362,4651,1957015,9.31,36,Education Loan,Business Expansion,2024-06-09,Approved,Active
9363,4651,3592286,9.84,84,Car Loan,Wedding,2023-02-14,Approved,Active
9364,4651,3308620,9.24,48,Home Loan,Vehicle,2023-11-04,Approved,Active
9365,4652,2431160,11.59,12,Home Loan,Wedding,2024-12-20,Approved,Active
9366,4652,1339449,9.83,48,Education Loan,Business Expansion,2026-01-05,Approved,Active
9367,4653,1054431,11.62,12,Business Loan,Travel,2023-02-18,Approved,Active
9368,4653,446373,10.47,60,Home Loan,Medical,2022-09-13,Approved,Active
9369,4653,928129,9.12,60,Personal Loan,Home Purchase,2022-12-22,Approved,Active
9370,4654,2867299,15.16,120,Business Loan,Travel,2025-04-27,Rejected,Not Issued
9371,4654,430118,14.69,12,Home Loan,Vehicle,2025-10-30,Pending,Not Issued
9372,4655,2538021,11.67,24,Personal Loan,Medical,2025-12-22,Approved,Active
9373,4655,371986,9.45,24,Home Loan,Vehicle,2024-06-24,Approved,Default
9374,4655,2913405,11.21,60,Personal Loan,Medical,2022-12-19,Approved,Active
9375,4656,1308829,12.48,48,Home Loan,Education,2024-01-29,Rejected,Not Issued
9376,4656,1678873,15.25,24,Education Loan,Vehicle,2026-04-07,Rejected,Not Issued
9377,4656,3076966,13.43,36,Car Loan,Education,2023-02-27,Rejected,Not Issued
9378,4657,3366879,15.91,48,Home Loan,Home Purchase,2025-01-04,Pending,Not Issued
9379,4658,1185089,16.45,84,Car Loan,Travel,2024-04-27,Pending,Not Issued
9380,4658,232105,16.94,36,Home Loan,Home Purchase,2026-02-04,Rejected,Not Issued
9381,4658,1191270,17.0,60,Home Loan,Vehicle,2024-06-20,Rejected,Not Issued
9382,4659,901167,12.3,24,Education Loan,Medical,2023-01-02,Rejected,Not Issued
9383,4659,2583246,16.93,84,Car Loan,Medical,2024-09-22,Pending,Not Issued
9384,4659,1508261,14.07,84,Car Loan,Medical,2023-05-18,Pending,Not Issued
9385,4660,418548,13.04,24,Home Loan,Business Expansion,2025-06-13,Rejected,Not Issued
9386,4660,2596676,12.05,12,Education Loan,Wedding,2026-05-23,Pending,Not Issued
9387,4660,201557,16.26,12,Education Loan,Medical,2022-08-29,Pending,Not Issued
9388,4661,1150419,8.88,48,Car Loan,Travel,2023-08-21,Approved,Active
9389,4661,891340,8.23,120,Education Loan,Education,2026-04-24,Approved,Active
9390,4661,741263,8.48,48,Business Loan,Education,2023-06-06,Approved,Active
9391,4662,697336,8.05,48,Personal Loan,Vehicle,2024-03-29,Approved,Active
9392,4663,2328345,9.8,60,Home Loan,Home Purchase,2026-02-15,Approved,Active
9393,4663,780163,10.88,120,Car Loan,Medical,2022-11-19,Approved,Active
9394,4664,1163911,16.41,36,Education Loan,Medical,2025-07-21,Pending,Not Issued
9395,4664,196740,16.56,48,Education Loan,Medical,2024-04-08,Pending,Not Issued
9396,4665,3042378,17.21,12,Education Loan,Education,2025-04-24,Rejected,Not Issued
9397,4665,1956493,17.91,120,Business Loan,Medical,2025-11-06,Rejected,Not Issued
9398,4666,301080,16.82,12,Home Loan,Wedding,2026-05-03,Rejected,Not Issued
9399,4666,3410327,16.99,84,Home Loan,Business Expansion,2023-09-15,Pending,Not Issued
9400,4666,3430916,15.17,36,Education Loan,Medical,2023-12-28,Rejected,Not Issued
9401,4667,3149620,7.04,24,Business Loan,Vehicle,2024-01-13,Approved,Closed
9402,4668,3333362,10.79,84,Business Loan,Home Purchase,2024-12-09,Approved,Closed
9403,4668,3812954,9.56,48,Home Loan,Business Expansion,2022-07-19,Approved,Active
9404,4668,1668225,10.81,24,Home Loan,Wedding,2026-05-02,Approved,Active
9405,4669,1782753,12.57,120,Car Loan,Home Purchase,2023-12-29,Rejected,Not Issued
9406,4669,1983294,12.16,60,Education Loan,Vehicle,2023-03-13,Pending,Not Issued
9407,4670,1361550,13.65,36,Personal Loan,Wedding,2022-08-19,Rejected,Not Issued
9408,4670,1354603,16.67,12,Home Loan,Wedding,2026-02-23,Rejected,Not Issued
9409,4671,2703866,17.17,84,Car Loan,Wedding,2025-05-22,Pending,Not Issued
9410,4672,4038704,8.01,48,Car Loan,Medical,2024-01-10,Approved,Active
9411,4672,1521791,8.37,36,Car Loan,Travel,2024-01-19,Approved,Default
9412,4672,3524623,8.63,24,Education Loan,Business Expansion,2022-08-18,Approved,Active
9413,4673,486842,7.76,48,Education Loan,Education,2023-01-26,Approved,Active
9414,4674,1155388,14.19,36,Business Loan,Education,2022-10-30,Pending,Not Issued
9415,4674,2062917,16.61,48,Business Loan,Home Purchase,2022-11-20,Rejected,Not Issued
9416,4675,3778589,15.02,24,Business Loan,Business Expansion,2026-02-14,Pending,Not Issued
9417,4675,2066223,12.94,12,Home Loan,Vehicle,2023-04-30,Approved,Closed
9418,4675,2423798,13.64,36,Business Loan,Medical,2025-04-06,Pending,Not Issued
9419,4676,2583210,13.39,84,Home Loan,Education,2025-01-28,Pending,Not Issued
9420,4677,2318078,14.1,120,Home Loan,Wedding,2025-07-04,Rejected,Not Issued
9421,4677,1180500,13.13,12,Car Loan,Medical,2023-03-05,Rejected,Not Issued
9422,4678,347101,12.39,36,Home Loan,Vehicle,2025-07-19,Pending,Not Issued
9423,4678,1183249,12.44,36,Business Loan,Travel,2022-07-31,Pending,Not Issued
9424,4678,502961,15.31,84,Personal Loan,Business Expansion,2022-07-26,Pending,Not Issued
9425,4679,1366268,14.86,24,Education Loan,Education,2022-11-10,Pending,Not Issued
9426,4679,1479553,16.39,36,Personal Loan,Travel,2024-09-07,Pending,Not Issued
9427,4680,97234,16.15,12,Education Loan,Home Purchase,2024-10-05,Rejected,Not Issued
9428,4680,1266659,17.29,48,Home Loan,Education,2025-03-25,Rejected,Not Issued
9429,4681,3299656,13.06,48,Business Loan,Travel,2024-12-13,Pending,Not Issued
9430,4682,230450,16.06,48,Business Loan,Home Purchase,2024-12-27,Rejected,Not Issued
9431,4683,93710,9.05,12,Personal Loan,Business Expansion,2025-04-18,Approved,Active
9432,4683,489397,11.77,120,Car Loan,Travel,2023-04-09,Pending,Not Issued
9433,4683,849048,10.45,48,Home Loan,Travel,2023-11-12,Pending,Not Issued
9434,4684,4825482,7.52,36,Education Loan,Medical,2023-04-03,Approved,Closed
9435,4685,2198492,8.1,60,Personal Loan,Wedding,2023-05-27,Approved,Closed
9436,4685,2143156,7.86,24,Home Loan,Business Expansion,2026-05-18,Approved,Active
9437,4686,1239509,13.94,48,Car Loan,Travel,2024-03-24,Rejected,Not Issued
9438,4687,2448871,15.22,48,Home Loan,Medical,2024-02-05,Rejected,Not Issued
9439,4688,71720,15.13,24,Personal Loan,Education,2024-11-01,Pending,Not Issued
9440,4688,72592,17.34,12,Car Loan,Vehicle,2024-09-30,Pending,Not Issued
9441,4688,253988,17.01,24,Home Loan,Business Expansion,2022-11-10,Pending,Not Issued
9442,4689,611265,8.69,84,Home Loan,Medical,2022-07-21,Approved,Active
9443,4689,751027,8.22,84,Personal Loan,Home Purchase,2023-11-21,Approved,Active
9444,4689,671473,7.43,84,Personal Loan,Education,2025-12-04,Approved,Closed
9445,4690,3006314,15.27,12,Business Loan,Wedding,2024-03-23,Pending,Not Issued
9446,4690,3906944,16.33,24,Personal Loan,Home Purchase,2026-02-05,Approved,Active
9447,4691,343677,11.61,60,Personal Loan,Education,2026-07-05,Approved,Active
9448,4691,1279124,9.77,84,Education Loan,Education,2025-09-28,Pending,Not Issued
9449,4691,967607,9.63,24,Home Loan,Vehicle,2022-12-12,Pending,Not Issued
9450,4692,375074,9.71,60,Business Loan,Medical,2022-09-02,Approved,Closed
9451,4692,1479516,10.65,84,Education Loan,Home Purchase,2025-01-11,Approved,Active
9452,4692,95364,11.1,12,Business Loan,Home Purchase,2024-03-22,Approved,Active
9453,4693,1195180,16.82,48,Home Loan,Medical,2024-07-01,Pending,Not Issued
9454,4693,2137458,17.34,36,Education Loan,Medical,2026-04-22,Rejected,Not Issued
9455,4693,2096008,14.31,120,Business Loan,Vehicle,2025-10-07,Rejected,Not Issued
9456,4694,795412,11.27,36,Personal Loan,Education,2026-06-01,Approved,Closed
9457,4694,665479,11.0,48,Home Loan,Travel,2024-04-28,Pending,Not Issued
9458,4694,3134889,10.02,120,Business Loan,Home Purchase,2026-06-22,Pending,Not Issued
9459,4695,1814377,11.69,36,Personal Loan,Home Purchase,2026-02-23,Pending,Not Issued
9460,4695,2145097,9.32,120,Home Loan,Wedding,2023-05-21,Pending,Not Issued
9461,4695,265095,11.91,60,Education Loan,Vehicle,2022-11-02,Approved,Active
9462,4696,464129,15.05,12,Home Loan,Education,2024-06-08,Pending,Not Issued
9463,4696,1109559,17.54,60,Personal Loan,Vehicle,2022-10-06,Rejected,Not Issued
9464,4696,2064034,12.69,12,Personal Loan,Travel,2025-09-07,Rejected,Not Issued
9465,4697,1911115,12.33,48,Home Loan,Medical,2023-12-14,Approved,Active
9466,4697,756777,12.31,12,Business Loan,Travel,2023-08-12,Approved,Active
9467,4697,1798933,14.89,120,Home Loan,Medical,2025-05-01,Pending,Not Issued
9468,4698,376206,13.86,84,Home Loan,Travel,2022-09-06,Rejected,Not Issued
9469,4698,824954,14.79,24,Home Loan,Vehicle,2026-05-03,Pending,Not Issued
9470,4699,598088,7.11,12,Personal Loan,Education,2024-01-11,Approved,Closed
9471,4699,1561078,7.18,24,Education Loan,Wedding,2026-04-21,Approved,Active
9472,4700,3652368,8.72,84,Car Loan,Travel,2023-08-05,Approved,Active
9473,4701,2213699,8.6,84,Car Loan,Travel,2024-10-26,Approved,Active
9474,4701,4817362,7.5,120,Personal Loan,Travel,2023-03-16,Approved,Active
9475,4702,2136812,8.82,36,Car Loan,Education,2025-03-14,Approved,Closed
9476,4702,4022191,8.65,24,Home Loan,Home Purchase,2024-06-08,Approved,Active
9477,4703,246423,13.13,24,Car Loan,Business Expansion,2025-11-22,Pending,Not Issued
9478,4704,1193874,14.55,36,Education Loan,Business Expansion,2026-02-18,Rejected,Not Issued
9479,4705,2151439,8.38,48,Home Loan,Wedding,2024-11-19,Approved,Closed
9480,4705,2192590,7.45,84,Home Loan,Medical,2022-12-22,Approved,Active
9481,4706,790909,15.23,36,Home Loan,Home Purchase,2022-10-22,Rejected,Not Issued
9482,4707,4326636,12.59,36,Home Loan,Education,2022-11-05,Pending,Not Issued
9483,4707,4854313,16.58,48,Home Loan,Education,2025-05-02,Pending,Not Issued
9484,4708,865478,12.8,120,Car Loan,Vehicle,2025-12-03,Approved,Active
9485,4708,97248,13.84,60,Business Loan,Wedding,2025-10-29,Pending,Not Issued
9486,4709,526385,12.06,60,Personal Loan,Wedding,2025-06-15,Pending,Not Issued
9487,4709,84187,13.41,36,Business Loan,Medical,2026-01-02,Rejected,Not Issued
9488,4710,737351,16.89,12,Education Loan,Wedding,2025-12-15,Approved,Default
9489,4710,855740,16.58,12,Education Loan,Home Purchase,2025-08-28,Approved,Closed
9490,4710,520125,13.34,12,Education Loan,Education,2025-02-27,Pending,Not Issued
9491,4711,1139308,10.04,24,Education Loan,Home Purchase,2023-07-29,Approved,Closed
9492,4712,1701963,14.58,24,Business Loan,Home Purchase,2025-08-28,Pending,Not Issued
9493,4712,3581727,15.52,84,Business Loan,Home Purchase,2023-08-31,Rejected,Not Issued
9494,4713,2109590,7.01,12,Personal Loan,Home Purchase,2026-02-05,Approved,Active
9495,4713,4329784,7.79,84,Personal Loan,Home Purchase,2023-11-22,Approved,Closed
9496,4714,3331933,10.7,24,Personal Loan,Medical,2025-06-22,Pending,Not Issued
9497,4714,1283461,11.05,36,Personal Loan,Home Purchase,2023-07-18,Pending,Not Issued
9498,4715,2601454,13.4,36,Car Loan,Wedding,2025-12-30,Pending,Not Issued
9499,4715,3348952,17.61,36,Personal Loan,Travel,2023-10-13,Rejected,Not Issued
9500,4716,193414,7.87,120,Personal Loan,Business Expansion,2025-09-14,Approved,Active
9501,4716,1440536,7.4,36,Personal Loan,Travel,2024-10-08,Approved,Active
9502,4716,702672,8.66,12,Personal Loan,Home Purchase,2023-04-12,Approved,Active
9503,4717,919749,15.03,12,Business Loan,Wedding,2023-10-17,Approved,Closed
9504,4718,2717329,17.1,60,Personal Loan,Medical,2023-11-04,Pending,Not Issued
9505,4718,69396,12.93,120,Education Loan,Business Expansion,2024-09-17,Pending,Not Issued
9506,4718,3302785,17.2,36,Car Loan,Education,2025-05-20,Pending,Not Issued
9507,4719,1484926,16.92,48,Personal Loan,Medical,2025-04-12,Approved,Active
9508,4719,133233,12.29,24,Personal Loan,Business Expansion,2026-01-30,Pending,Not Issued
9509,4719,2104692,13.89,60,Business Loan,Business Expansion,2024-02-28,Approved,Closed
9510,4720,472990,7.5,12,Personal Loan,Business Expansion,2026-04-03,Approved,Default
9511,4721,2931342,7.36,60,Education Loan,Home Purchase,2024-02-10,Approved,Active
9512,4722,283628,10.51,48,Education Loan,Business Expansion,2023-01-29,Approved,Closed
9513,4722,430236,11.41,36,Business Loan,Education,2024-12-26,Approved,Closed
9514,4723,1070046,12.35,36,Home Loan,Education,2023-07-17,Pending,Not Issued
9515,4723,973697,15.2,60,Personal Loan,Wedding,2026-01-10,Pending,Not Issued
9516,4724,1453721,9.36,84,Personal Loan,Travel,2025-06-01,Pending,Not Issued
9517,4725,324116,12.04,120,Personal Loan,Vehicle,2025-11-08,Pending,Not Issued
9518,4725,1414442,14.71,120,Car Loan,Education,2024-05-26,Pending,Not Issued
9519,4725,576895,17.94,36,Education Loan,Medical,2024-08-18,Pending,Not Issued
9520,4726,3014731,12.5,24,Home Loan,Vehicle,2023-07-05,Rejected,Not Issued
9521,4727,1783800,7.68,24,Business Loan,Business Expansion,2023-11-14,Approved,Active
9522,4727,115942,8.37,24,Business Loan,Wedding,2026-01-18,Approved,Active
9523,4728,1624949,10.2,60,Personal Loan,Home Purchase,2024-02-25,Approved,Active
9524,4728,4246677,9.22,48,Home Loan,Wedding,2024-07-05,Approved,Active
9525,4728,1628809,11.43,60,Car Loan,Travel,2025-04-07,Pending,Not Issued
9526,4729,2490542,7.98,24,Education Loan,Vehicle,2026-03-05,Approved,Active
9527,4729,3183629,7.57,48,Education Loan,Travel,2022-11-08,Approved,Active
9528,4730,991348,17.85,48,Education Loan,Vehicle,2025-08-20,Pending,Not Issued
9529,4731,2622496,10.44,84,Home Loan,Vehicle,2024-03-30,Approved,Closed
9530,4731,625369,11.0,24,Personal Loan,Education,2024-03-18,Pending,Not Issued
9531,4732,428285,15.8,120,Car Loan,Education,2023-08-21,Rejected,Not Issued
9532,4732,538925,13.99,60,Personal Loan,Business Expansion,2023-07-30,Pending,Not Issued
9533,4732,1282626,17.92,12,Education Loan,Medical,2026-05-03,Rejected,Not Issued
9534,4733,801608,10.15,84,Personal Loan,Education,2024-04-11,Approved,Active
9535,4733,1010061,9.29,24,Education Loan,Vehicle,2022-09-27,Approved,Active
9536,4734,471161,13.07,84,Car Loan,Medical,2025-10-11,Pending,Not Issued
9537,4735,366841,15.87,120,Car Loan,Travel,2024-05-21,Rejected,Not Issued
9538,4735,266995,13.49,60,Car Loan,Business Expansion,2024-03-29,Pending,Not Issued
9539,4736,2879332,7.4,120,Business Loan,Wedding,2024-01-14,Approved,Active
9540,4736,305972,8.46,84,Home Loan,Travel,2024-03-24,Approved,Default
9541,4736,2576725,8.26,36,Personal Loan,Travel,2022-11-27,Approved,Active
9542,4737,3338134,17.94,120,Home Loan,Wedding,2024-02-22,Pending,Not Issued
9543,4737,1226100,12.34,120,Car Loan,Travel,2023-12-12,Pending,Not Issued
9544,4738,983257,13.15,48,Car Loan,Wedding,2025-06-26,Rejected,Not Issued
9545,4739,57678,14.98,36,Car Loan,Business Expansion,2023-07-22,Pending,Not Issued
9546,4740,3990066,13.94,84,Education Loan,Business Expansion,2023-01-31,Rejected,Not Issued
9547,4741,2208740,15.15,48,Home Loan,Travel,2026-02-09,Rejected,Not Issued
9548,4741,1298790,13.99,84,Car Loan,Travel,2022-12-18,Pending,Not Issued
9549,4741,1598375,15.69,36,Personal Loan,Business Expansion,2026-02-19,Pending,Not Issued
9550,4742,3055109,7.86,84,Personal Loan,Education,2025-11-17,Approved,Active
9551,4742,318084,7.05,84,Education Loan,Wedding,2025-01-19,Approved,Active
9552,4742,104078,7.34,12,Business Loan,Wedding,2025-10-14,Approved,Default
9553,4743,2973019,12.68,60,Home Loan,Education,2025-02-12,Approved,Active
9554,4743,2982259,16.92,24,Home Loan,Wedding,2024-05-27,Approved,Closed
9555,4744,2501606,12.19,84,Car Loan,Vehicle,2022-12-22,Approved,Closed
9556,4744,2360597,14.89,36,Home Loan,Vehicle,2024-04-17,Pending,Not Issued
9557,4744,637478,15.94,12,Education Loan,Wedding,2025-09-19,Pending,Not Issued
9558,4745,825895,12.63,120,Education Loan,Medical,2023-05-20,Pending,Not Issued
9559,4746,2607091,12.08,60,Business Loan,Business Expansion,2023-07-14,Pending,Not Issued
9560,4747,387083,10.79,84,Business Loan,Home Purchase,2023-10-27,Approved,Default
9561,4747,802920,9.8,84,Education Loan,Business Expansion,2023-08-21,Approved,Active
9562,4748,447096,8.78,48,Personal Loan,Education,2025-03-07,Approved,Active
9563,4748,1247723,8.25,48,Business Loan,Home Purchase,2024-11-09,Approved,Active
9564,4749,1032799,10.81,84,Business Loan,Medical,2022-12-31,Pending,Not Issued
9565,4749,804088,11.8,12,Education Loan,Vehicle,2024-12-24,Approved,Active
9566,4750,1288054,12.95,84,Car Loan,Wedding,2025-11-15,Rejected,Not Issued
9567,4750,1405222,15.72,48,Personal Loan,Vehicle,2023-05-19,Rejected,Not Issued
